Id,SalePrice
1061,366563.25654410146
2786,114880.91094365223
1935,124948.06731151427
1341,127033.89859554099
521,288893.8474025102
2136,135232.39480982904
996,200097.93029166388
227,151148.44640404714
135,169728.04594982087
1167,155285.20363377882
294,251236.58865655382
1776,201289.83538893022
540,185946.2393208147
1717,218735.45143937835
2303,112522.75393639352
116,175612.7006875818
127,134281.14825792014
1371,140636.46505486453
1014,176339.78274228392
1507,111540.58312081112
702,150938.011928957
750,148806.08319859699
261,145939.07366006414
1559,74499.50252236663
577,236355.20396995934
2812,198491.73593225674
2080,159791.5734013217
1368,104166.83003274577
2376,116258.11424499782
659,122262.28817287544
1235,111020.20459044915
332,100469.74897390245
1917,132792.17376295823
2094,274371.34072905814
1460,279292.955584078
1471,223119.8339126056
1509,118753.92485965512
1922,116119.81701168425
433,486252.7968483316
460,278894.21753740404
1116,248700.9892590975
1137,169402.2190758527
53,188669.30597900035
2354,251564.02869631562
1475,209232.61099861612
1761,579277.1739860827
842,133800.64578816455
2739,179413.76697076383
2509,164612.81420418347
1007,203163.623921069
2610,175695.0039771287
1952,107056.98811058314
2719,199152.10489191
2921,93690.86549204173
1966,123822.09623435696
292,135873.1408219239
1204,185069.62231077065
1829,246496.93491574755
2419,175944.89847044228
391,157801.28431414533
798,123929.8388947538
481,183964.02140707852
193,219353.01853505953
555,109936.32996364536
899,76974.00474815354
2357,173765.57128356904
328,149774.38476412086
1356,110356.46020279582
1154,108181.21010457065
1730,175365.45859978115
2249,147464.09212232285
1119,261164.2262489944
2856,142584.97890896982
1394,141917.94192720213
2587,97748.92670504974
61,336242.5658282689
2661,194901.81487019378
2711,125269.97261414089
1147,184042.6842157758
757,145340.41023101154
2623,105403.83151259313
2378,152715.04017926296
1413,136464.02545571476
1722,226484.80911268602
1112,225112.04512610665
1623,175743.75473362126
1201,190432.3280864874
1513,116496.8404673877
957,274664.074888949
1171,264944.37218511326
1145,190888.72881452285
2726,250514.53255285317
703,165750.41250723993
760,98723.24883936193
1964,130811.1716312569
2512,177673.35366078618
159,132911.12987181428
1281,169071.482686731
468,194255.01992186846
290,117969.57090348762
665,99443.0694629803
1463,283799.16056089866
1792,218377.1363167068
923,128380.71708466427
500,287632.2048422674
1408,163737.44254867898
331,99900.64685090554
170,150565.49438184217
2192,96599.30079822872
2571,314841.63618962874
2314,157614.92899826952
2647,93303.97952267279
422,418597.5139428392
2457,409302.5869323902
1838,221311.19366141563
2805,256858.76007294934
1645,152472.19221461477
1711,292713.9025955574
2825,266630.72760169685
322,391986.2615859271
2103,287029.3927662789
342,105355.87174782339
600,102850.20285263802
488,185855.09214562087
1725,325718.1255629781
2246,258463.8358243525
2847,169640.0693216934
806,237877.13755133565
530,236975.0549977821
963,194314.90194729375
2678,94493.3343890747
171,86861.99605155247
2401,413874.5952726851
805,217672.28828837856
2259,209213.26525123633
1748,174225.84632347376
1361,134162.67520776164
1677,122255.43617917446
1406,160228.6828944009
2322,230501.6042306908
688,159265.00656889964
143,123822.02542037285
804,199279.43100801893
1214,161530.78629611072
2828,145705.89534819793
1999,217742.0472560845
2467,188608.759281617
2665,156474.95205830093
1538,320734.89621087385
398,93472.60494302383
2822,141147.78272713994
2157,167512.13719060758
1856,200756.60515734
1269,105585.71545295972
2570,111558.45369342116
2320,232982.51971693954
1517,110208.92607910241
2304,126567.76562282
1312,99554.11572852168
2012,125571.65833551524
506,213567.44489190012
2865,191747.15909002553
2367,116584.38821664477
554,94568.40093303552
238,135882.81160029568
1954,104459.65735726534
2488,122162.93601094876
2291,100553.26493452016
1969,106119.32869543716
2725,152392.27805163985
1482,177720.0256312235
2763,209843.80174097326
503,241583.32119369198
1584,255269.64934227196
1531,146827.23283286282
2210,174445.97355519692
459,328961.3493017244
556,114699.14275297768
1347,141265.1132670257
1290,82987.6843976282
1388,100406.50227754294
1571,190407.19694447354
2754,221391.63943582153
765,134862.4542411557
2494,110892.35603407993
2870,219618.49179721286
7,213450.00312596624
1114,256200.84129033075
2418,287057.7310616954
291,175551.4208617527
18,366955.15228568646
39,354004.87419642357
1001,278450.73725980625
2442,247089.58614134655
616,126296.18593069544
2680,104609.92554345698
1414,109237.63627383002
289,147436.58083712374
40,252785.35289336316
860,120011.30436392847
409,123024.4586396507
673,144440.95707564443
2427,195147.60183050056
2036,214389.5854118348
2564,146724.8713913945
642,181811.74716360556
1008,172288.60196085967
1908,150650.0427207743
2519,232885.05580380943
1369,84392.96472427771
2855,155715.01784977954
712,88891.20677943855
1943,97027.4431805838
1958,131281.04869070655
107,183342.11930192934
2295,196462.01825494503
704,104137.4017547902
676,138066.40954593665
259,176336.85115088508
93,272113.85095817875
106,229481.29669283173
2315,177691.71452176818
1050,103336.68675353234
1095,196895.21074291744
2709,145114.32626161264
758,144988.0748000401
1496,162386.10334558165
2370,124811.44960639413
2458,281679.88306615694
2733,131373.4580480745
161,275503.2161024657
726,154753.44693719994
845,221765.21715314058
947,249484.1271505857
2232,100309.47525576346
2563,150721.67164735385
2299,139376.87750170223
211,91790.00331366011
605,193107.4880858276
1478,222762.8359922212
2247,263230.58230414626
2274,214240.2988081292
2869,211792.61070416533
967,211563.07011918706
2656,106630.87062914965
667,255265.06504158472
1042,118849.62003277545
2023,161774.17361999472
2447,397844.9604710759
2055,120677.26751128797
2275,311747.5667766271
2204,170307.703751464
1563,277591.1953569769
483,212229.8410889025
796,143568.65694427027
1526,144233.14199156777
2042,163099.58131589877
442,337764.8856802477
1693,314918.9964517005
1468,216791.93210153896
1430,193425.39352328161
2605,170570.20250273796
1529,172927.01794651168
335,120214.57478023518
1287,127478.12256682254
31,108317.97333536083
1785,310870.48611339094
82,150249.4386056786
2620,137054.88935419318
252,188471.5058165866
721,88334.61006512593
2165,192923.3332829803
2316,169209.57050628855
775,120735.01151065272
1558,85897.76165766375
17,190555.021019918
1022,237154.291627135
925,122768.36162510091
438,318077.26037979964
1270,124460.29003188937
1272,107955.85732099843
215,145950.37982274222
266,222287.2340098485
2402,270931.63755652466
1250,113103.63234996823
1984,108765.61876946867
1279,141870.05213923065
377,247978.83839950187
1252,152104.7682704954
2156,257280.2242278157
499,306116.7615846825
1374,112355.78811546431
2898,248708.07553608442
401,97935.80278156615
2721,168117.23641386692
2078,240975.37102227606
2589,110846.22152111166
1946,236727.36977039906
1334,124988.01010992737
2781,242423.38586997055
431,400658.4161135844
576,228114.84420006577
1474,198951.46300890998
2254,137640.14108075493
2155,281762.6307503428
885,115712.94999771182
643,121294.55535380283
1944,120931.44418447593
480,201580.58290650998
2845,110870.09750120532
2387,313458.9329650865
2407,208888.06123960513
2527,152302.08834398934
2514,152068.59509652332
629,160449.29814439316
80,197171.5549430972
1876,128211.80600944618
1546,117366.8315008317
2518,172088.40316504316
2347,159333.98431683346
783,211409.68986001165
1322,54493.109797861354
194,90600.28558938675
1770,293443.1701449371
2143,133320.20073076
1229,225737.58139768246
511,290069.33300545265
46,215319.66026694296
1348,178626.5772790966
2465,186846.86116697575
387,226598.18922400178
873,227350.50511537434
1918,101829.4388006639
2764,233042.70925328592
2184,124468.78338534097
934,157812.78369684212
1920,112825.4075779961
2631,143993.81004695036
1768,604851.3631656137
2040,115874.23962674446
1749,231719.36228130662
834,239734.1097647683
1457,251676.9794089169
79,117456.64101569343
2302,120950.95844681532
1817,132827.55424341184
2755,261743.44225709228
359,165696.09565850432
2059,110722.287890383
2092,231537.20094793595
2516,238110.81490257848
150,99973.12398379568
1656,139470.58604413155
83,103292.67355153164
2411,189867.36255358328
795,102260.29742545281
2312,242373.39185322294
2917,128319.19865376609
1624,176766.04390130806
2215,278732.3626848634
1211,139228.02929097728
1485,182683.86157148366
1024,172723.02534165396
570,200008.28726825706
2874,126268.27591468554
700,154669.67927194113
2756,221107.539077728
2022,185947.35471825858
583,231656.0594307002
2392,331242.37252045854
2424,206081.41321987117
212,88469.68011693616
736,135128.87982778766
1610,178663.57369984844
890,112169.35001673283
467,173821.6287740018
578,240055.9080101472
1747,179651.82216680993
1149,170808.26818447883
2758,239025.5697048091
857,122044.32479105808
2219,262332.0728404637
733,110623.29713366694
2909,132345.7316530683
1798,276027.04587434523
235,121234.98666449767
2366,146209.99624046442
1027,119261.30679547015
1195,127311.41713700688
1303,48275.54585008131
148,182506.2512331694
608,155197.09103979587
2515,193929.68393765282
821,326319.7173084195
2500,272502.44376603997
745,113527.30067946472
741,124175.50584910056
1611,134029.31800598252
2532,112627.96785383973
1081,239581.16630411654
1692,438072.5492609147
2520,203382.39510941762
276,132119.70992820855
1992,146289.81131800194
663,57987.92284265904
418,123042.9213651632
1733,193706.8994967992
2359,125522.47269262408
253,192377.0568231583
1518,172447.40742560566
2035,147788.7377540451
2919,95731.58873624667
1540,217945.72297910036
2120,142401.8970972354
1674,200214.54357499784
256,135614.32385246194
2361,95480.66753098853
978,92931.49445585773
2280,163620.24083663544
2095,228013.43202356185
1709,329735.2933846877
2801,246036.48320394327
1246,115085.95034770803
2373,125212.97046152767
1055,279954.45686363755
2017,119351.70935914213
1099,279277.5952520101
1344,113913.79569579782
835,181920.61914683008
1117,219002.71773260215
2043,105334.99443640884
2085,119741.08892124856
410,153191.98998143297
2650,98070.96256700382
2867,157777.34821672377
1668,106659.77060281044
1161,164480.04240207118
2122,172051.9546919924
2539,138784.58804574385
1047,132655.3430186412
1445,130174.10660147577
541,143959.77309452675
569,237388.04849070316
1276,123409.04389090609
918,151557.03404223756
326,180177.17147923267
1936,119949.23564217053
895,90871.08874293325
257,132676.6571947579
1241,169894.52915291142
1545,115439.3729802787
1189,163542.1893793347
270,167252.48519482644
2066,190782.39825624734
693,105371.86134276747
1259,155545.52068938068
2916,149939.40340664447
2321,305445.2467035834
1977,94833.44785576632
1895,147329.13953703418
1240,150621.30752217272
85,140476.05154559796
1823,99656.6774413979
825,315649.77516126283
110,222729.70671622807
697,116146.34290456749
2297,106394.32406423628
1231,123768.85643921021
1355,125196.071968005
968,359653.85262908065
584,214182.58857299472
1315,134525.12793947168
1606,118286.32964893791
206,118272.3321828692
1685,348900.26809291804
2016,139101.41742013526
869,210597.55364302613
2135,126345.22354549353
2346,167280.13801057232
2430,232965.83302549168
2198,89698.0583393148
2652,119106.55757962036
27,97010.2577661581
241,173232.50482433624
906,127632.18876353343
1506,127729.01350989932
2098,404340.0153854792
1435,224963.8154072573
2213,119709.94728809773
1274,121673.02365658703
743,53445.64943590424
1737,203297.08048883235
2797,275987.20101715607
2185,95989.66901002372
58,162801.37634538842
830,205292.28282702612
808,122043.86727163233
680,155642.17402634202
1153,112373.59967838605
1291,160156.7848438296
1818,158350.89820392607
2161,179259.8114084191
1883,116344.73029749136
350,363407.54947847454
2473,155890.5809445568
295,180741.23928503608
293,192355.13933067038
859,131694.8737180546
288,70645.06190146842
1578,139350.1617217437
102,187051.1623843282
2831,184883.93965821966
1030,157107.62952529982
2551,126737.45187718497
1286,137867.3962678017
958,322124.79712778213
776,111546.025382201
72,226197.30299612804
2263,271268.0393441479
1866,145079.81955853288
2876,69496.2175791069
2146,265409.3783875753
103,171556.64788210613
1500,151427.97345835576
492,174837.13605247985
167,127002.17106679268
2597,122993.2512699425
2685,117781.7957988412
1035,139006.67481314472
1220,82985.99826292494
2602,139868.6688163816
2159,217330.8304340709
695,148072.0729231625
1109,255584.0645474525
640,191804.72500060243
1652,154711.38273091317
2090,188870.8943070664
1188,186679.8098527703
2345,202992.9679201736
1059,417712.20948935184
2751,234702.68244079035
128,206073.835898587
1523,184387.45709645693
2925,153407.14696339736
2145,312874.6935439977
1121,212417.0354218484
566,322255.3982032043
565,214669.1922291136
1331,136413.73927124945
2928,119895.85446030862
156,124551.09074729471
797,152015.0166675217
327,93811.46661109435
2859,141481.02976441482
1453,118716.06534057649
1762,361919.14464266546
1868,181529.31527877296
1760,174505.49469003922
1113,259821.5762326498
1812,189769.34424953826
117,143952.48526628283
1142,215320.50124883227
2342,382863.40576628805
927,135701.12591540476
2478,185279.70532374486
655,81302.92055107675
2064,117695.84902295569
369,250404.51542958175
2239,122263.82700025183
2732,223806.19675283539
1653,154588.00720689067
959,209536.55335615927
2395,349622.4179031145
1412,113266.96437534441
271,261463.3663304256
1484,178563.56240494005
1497,147360.14705681533
552,169721.7814107939
2,109535.93826352972
1855,293301.92090078077
4,261934.39775211277
2292,168836.13859481426
134,131418.87472992975
646,102997.73345996089
42,314705.23350259394
532,217907.13251379615
713,96906.70036355866
2561,119582.25177860647
2360,125607.88530513008
1333,128307.40323623494
1407,180556.31023651906
2892,306748.70454536687
574,213820.69622032228
1227,183232.72392464397
2591,228731.28015749023
1476,214879.56404997746
1125,269423.23228364857
1446,130519.45644060618
408,113237.96896373783
1101,291746.6695843495
2251,200680.64691663143
373,170282.97982577427
2554,121888.37944784437
2382,276012.78603028157
1985,83422.01504526022
519,212768.70984154014
1093,187733.377814432
864,270278.16626781644
2889,147034.41574771056
2308,212625.78478365403
986,144368.24541396135
1302,149940.79135424347
585,144763.7925701155
2708,127146.14721054508
147,116327.68600007528
1441,227155.44774109265
383,166128.17328591802
285,172311.59788054368
181,101927.59465595809
358,168747.18956338818
780,170729.1785998221
258,186566.86465684298
1865,208648.39872815541
692,126277.67624159437
2902,359461.8832740203
508,282708.7267895683
2638,137648.26566473627
36,145462.3177001992
611,177652.33046012855
2281,129562.97769353286
1678,146027.1773079923
1696,488878.6739625435
1557,95818.27283465213
2180,135725.87992656644
1726,219603.50738787896
951,138601.95326226595
267,240411.0271171488
2706,135600.35584643946
2221,204110.92645438202
1357,166285.40656499506
2901,331469.1681662889
347,169372.14248339678
2164,195963.38715148193
1586,325883.85337631253
360,170884.68845016693
1769,230230.8148699206
2617,168390.98324918703
1879,145491.8014929628
991,207854.6810460456
1535,113071.01424858038
1191,155335.7490702768
1579,204720.04062598842
1882,128622.30049656695
1510,120912.1872928367
2196,144745.12709949218
1845,190157.9413338643
2336,367256.46912989457
942,106448.54319534023
861,117818.16988010914
2555,100568.1363841009
1392,162287.24539979117
2099,287029.3927662789
1543,126441.28362386621
948,280635.5454241871
1239,146604.66416984407
22,189204.30950621216
2796,249029.24452860316
2747,179012.39368922633
92,288883.95540459367
210,179705.6493111529
1858,231170.2566114298
2228,180359.64913825667
447,225102.99051672468
827,248537.280628464
1649,199243.53369085703
682,122534.75408054749
2698,111125.7527264257
494,163392.60041739958
214,117260.80291299698
2441,234897.6607367124
2679,102685.7893274307
1336,126355.18527034562
465,181487.6566658369
1524,129359.35807748971
2543,103775.96000639019
631,121753.263056089
2452,323770.5304338521
228,148488.74367315302
126,114594.16375431187
1092,209521.6003932188
1122,216666.94904847484
932,215463.2994148279
1980,87350.61962057384
2171,99747.13494434913
551,136929.7785790695
2768,172926.8979363389
2056,105126.91575794043
1159,372733.0593244311
2645,129801.7708833848
1174,187018.28301752004
2266,214600.4907713244
2462,403972.12042408553
1219,133827.133772971
2922,196902.6550863477
118,129738.31635658327
474,186257.5101548791
2576,139449.5296357334
872,305613.9470092001
1077,221387.91552879772
1536,130328.50190405987
1150,119905.02438981496
2341,301399.81238516123
1931,141385.08005527165
2785,146836.0631061531
2538,109610.00190997367
597,200221.38899224036
464,189720.58342240035
233,238215.95235400228
2169,143881.74233519883
2123,148426.05731800257
1867,159328.82499822672
137,274461.74045793095
515,215012.02646419674
933,124576.81901262779
2784,144062.4555218381
972,171067.8091678879
599,147762.18851590596
2614,129730.22144363038
2582,154783.9379983125
1409,167180.9578140206
175,100509.87795152147
352,207088.20504384738
976,108371.07393785458
2134,192704.93565548293
984,107455.21629762153
2396,375101.3272022092
1673,144716.57604044408
404,124043.55722487305
607,166332.33643824712
814,190911.31275634438
868,201102.47387300368
2271,225091.74681784277
1633,239207.5706618094
337,190870.93563085358
2765,157499.1122364329
1746,243165.39547176036
368,351497.3455633102
2806,203406.023419382
1662,170763.61450042526
1234,209342.40562934213
1373,135620.60603060722
1672,95872.10319313749
1939,124987.92547533041
